,BTC,BTC,BTC,BTC,LTC,LTC,LTC,LTC,DASH,DASH,DASH,DASH,XRP,XRP,XRP,XRP,XMR,XMR,XMR,XMR,ETH,ETH,ETH,ETH,ETC,ETC,ETC,ETC,XLM,XLM,XLM,XLM,LSK,LSK,LSK,LSK,XEM,XEM,XEM,XEM
,close,high,low,open,close,high,low,open,close,high,low,open,close,high,low,open,close,high,low,open,close,high,low,open,close,high,low,open,close,high,low,open,close,high,low,open,close,high,low,open
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-12,4158.92,4387.76,4074.97,4217.9,65.89,71.97,64.72,68.13,326.59,330.22,317.62,318.41,0.2095,0.2242,0.206,0.2143,111.86,116.24,108.79,112.18,294.1,316.38,285.75,297.95,15.01,16.19,14.83,15.22,0.01642,0.0178,0.016,0.01722,7.64,7.89,6.84,7.46,0.2486,0.2689,0.2453,0.2564
2017-09-13,3870.29,4174.58,3752.01,4158.92,61.78,66.34,57.87,65.89,298.96,326.59,284.57,326.59,0.1983,0.2099,0.1904,0.2095,110.21,112.64,101.21,111.86,275.84,294.39,257.16,294.1,14.11,15.04,13.51,15.01,0.01527,0.01645,0.01464,0.01642,7.07,7.65,6.51,7.64,0.231,0.2579,0.2146,0.2486
2017-09-14,3243.08,3930.69,3218.98,3870.29,45.2,62.66,44.9,61.78,240.08,301.74,238.71,298.96,0.1711,0.2007,0.1663,0.1983,86.2,119.57,85.53,110.21,223.14,280.65,222.06,275.84,10.18,14.48,10.18,14.11,0.01131,0.0157,0.01125,0.01527,5.19,7.39,3.02,7.07,0.1794,0.236,0.1724,0.231
2017-09-15,3713.76,3824.43,2979.88,3243.08,52.0,55.65,33.38,45.2,285.56,300.16,220.65,240.08,0.1846,0.1917,0.1483,0.1711,100.01,104.96,68.44,86.2,259.57,267.7,200.75,223.14,11.4,12.26,8.47,10.18,0.01229,0.0128,0.00611,0.01131,6.18,6.2,4.51,5.19,0.221,0.2285,0.1582,0.1794
2017-09-16,3698.92,3893.67,3551.83,3713.76,52.1,57.34,50.54,52.0,300.27,304.69,277.43,285.56,0.1828,0.1918,0.1741,0.1846,96.4,104.88,92.15,100.01,254.49,272.43,245.74,259.57,11.19,12.29,10.78,11.4,0.01188,0.0126,0.01015,0.01229,5.96,6.86,5.6,6.18,0.2123,0.236,0.2013,0.221
2017-09-17,3689.61,3796.56,3485.83,3698.92,51.0,53.18,47.73,52.1,312.09,317.04,277.77,300.27,0.1814,0.1846,0.1717,0.1828,93.72,97.26,88.88,96.4,258.4,265.78,239.98,254.49,11.03,11.4,10.26,11.19,0.01123,0.01188,0.01,0.01188,5.99,6.13,5.47,5.96,0.2156,0.225,0.1984,0.2123
2017-09-18,4100.28,4122.75,3689.0,3689.61,56.16,57.49,50.98,51.0,335.58,339.45,312.03,312.09,0.1933,0.1946,0.1814,0.1814,101.74,103.52,93.71,93.72,297.53,300.69,258.36,258.4,12.06,12.2,11.03,11.03,0.01351,0.01384,0.0112,0.01123,6.85,6.88,5.74,5.99,0.2441,0.2522,0.2089,0.2156
2017-09-19,3907.96,4120.71,3852.22,4100.28,52.8,56.7,51.27,56.16,325.95,336.68,313.09,335.58,0.1848,0.1945,0.1831,0.1933,98.28,102.5,94.12,101.74,283.0,299.91,275.94,297.53,11.54,12.25,11.28,12.06,0.01189,0.01354,0.0113,0.01351,6.47,6.88,6.22,6.85,0.2375,0.2561,0.229,0.2441
2017-09-20,3882.16,4053.04,3846.76,3907.96,51.56,54.37,51.07,52.8,342.58,350.16,315.94,325.95,0.1817,0.1886,0.1808,0.1848,95.6,98.81,93.02,98.28,283.56,293.74,277.72,283.0,11.27,11.75,11.15,11.54,0.0123,0.013,0.0113,0.01189,6.02,6.65,6.02,6.4,0.233,0.2398,0.2296,0.2375
2017-09-21,3617.27,3912.79,3576.54,3882.16,46.46,52.48,45.11,51.56,329.85,369.95,320.66,342.58,0.171,0.1831,0.1703,0.1817,85.8,96.29,84.71,95.6,257.77,287.13,252.22,283.56,10.04,11.29,10.01,11.27,0.01057,0.0123,0.01041,0.0123,6.0,6.55,5.65,6.02,0.21,0.2361,0.2048,0.233
2017-09-22,3600.83,3753.51,3505.81,3617.27,47.67,49.03,44.8,46.46,342.61,357.38,328.06,329.85,0.1728,0.177,0.1675,0.171,87.81,89.6,84.03,85.8,262.94,270.74,254.28,257.77,10.15,10.61,9.8,10.04,0.01077,0.01117,0.01019,0.01057,6.0,6.72,5.76,6.0,0.208,0.22,0.2008,0.21
2017-09-23,3788.02,3813.39,3563.18,3600.83,49.29,50.01,46.38,47.67,351.08,359.12,338.27,342.61,0.1791,0.1803,0.1701,0.1728,91.88,92.56,86.77,87.81,286.14,286.72,259.58,262.94,10.58,10.86,10.03,10.15,0.0119,0.01208,0.01063,0.01077,6.22,6.41,6.0,6.32,0.2197,0.2279,0.2023,0.208
2017-09-24,3667.52,3790.89,3633.88,3788.02,47.5,49.4,47.18,49.29,329.2,357.69,327.68,351.08,0.1757,0.1799,0.1733,0.1791,89.53,91.92,87.53,91.88,282.6,294.54,276.25,286.14,10.41,10.72,10.26,10.58,0.01157,0.01204,0.01135,0.0119,5.95,6.34,5.94,6.2,0.2163,0.2329,0.2148,0.2197
2017-09-25,3932.83,3971.5,3665.67,3667.52,52.27,53.16,47.47,47.5,348.22,350.91,328.79,329.2,0.1846,0.1869,0.1748,0.1757,94.1,94.74,88.76,89.53,294.89,297.01,282.48,282.6,11.0,11.14,10.39,10.41,0.01204,0.0125,0.0113,0.01157,6.14,6.24,5.87,5.95,0.2368,0.239,0.2163,0.2163
2017-09-26,3892.7,3982.31,3858.75,3932.83,52.27,54.37,51.42,52.27,341.7,354.15,338.97,348.22,0.1892,0.194,0.1809,0.1846,93.62,95.5,91.81,94.1,288.64,295.89,287.01,294.89,11.49,12.19,10.8,11.0,0.01236,0.0125,0.01185,0.01204,6.13,7.5,6.11,6.14,0.2314,0.2397,0.219,0.2368
2017-09-27,4212.2,4232.35,3882.08,3892.7,56.9,57.39,52.24,52.27,350.51,357.66,338.17,341.7,0.2099,0.2146,0.1874,0.1892,102.39,104.72,93.46,93.62,309.97,312.64,287.83,288.64,12.96,13.3,11.43,11.49,0.01445,0.01491,0.01227,0.01236,6.46,6.52,6.02,6.43,0.247,0.2522,0.2252,0.2314
2017-09-28,4195.65,4274.64,4112.88,4212.2,54.91,57.16,54.0,56.9,342.36,365.38,336.34,350.51,0.2023,0.2102,0.1968,0.2099,98.03,102.52,96.58,102.39,302.77,310.24,298.18,309.97,13.24,13.95,12.66,12.96,0.0137,0.0146,0.0134,0.01445,6.2,6.53,6.02,6.4,0.2366,0.251,0.2295,0.247
2017-09-29,4172.79,4237.51,4030.37,4195.65,52.8,54.93,50.44,54.91,328.7,344.18,319.74,342.36,0.1967,0.2025,0.188,0.2023,94.74,98.97,91.2,98.03,292.58,303.54,279.79,302.77,12.7,13.74,12.13,13.24,0.01327,0.01396,0.01285,0.0137,5.96,6.24,5.78,6.2,0.2365,0.2387,0.2177,0.2366
2017-09-30,4360.62,4383.27,4164.25,4172.79,55.41,55.91,52.75,52.8,329.58,333.94,328.15,328.7,0.1999,0.2051,0.1955,0.1967,96.27,96.95,94.19,94.74,302.77,305.91,292.32,292.58,13.23,13.51,12.66,12.7,0.01398,0.01411,0.01306,0.01327,5.97,6.18,5.86,6.18,0.2349,0.2401,0.2326,0.2365
2017-10-01,4403.09,4412.62,4258.32,4360.62,54.8,55.55,53.58,55.41,317.01,330.82,315.89,329.58,0.2083,0.2085,0.1965,0.1999,93.58,96.61,92.0,96.27,303.95,304.79,295.44,302.77,12.92,13.24,12.62,13.23,0.01387,0.01398,0.01318,0.01398,5.7,5.99,5.7,5.97,0.244,0.2509,0.2165,0.2349
2017-10-02,4401.32,4477.38,4364.67,4403.09,53.29,54.97,52.93,54.8,307.98,322.06,305.29,317.01,0.2031,0.2092,0.2001,0.2083,91.39,94.64,91.01,93.58,296.81,304.13,293.34,303.95,12.43,12.98,12.4,12.92,0.013,0.01387,0.0125,0.01387,5.49,5.68,5.46,5.67,0.231,0.26,0.23,0.244
2017-10-03,4314.18,4435.99,4230.73,4401.32,52.15,53.54,51.34,53.29,294.5,310.08,288.66,307.98,0.2033,0.2062,0.198,0.2031,92.99,94.74,87.13,91.39,291.81,299.92,286.86,296.81,12.29,12.54,11.78,12.43,0.01241,0.013,0.01126,0.013,5.6,5.77,5.36,5.49,0.226,0.24,0.215,0.231
2017-10-04,4218.66,4355.29,4183.57,4314.18,51.22,52.98,50.53,52.15,303.32,317.21,294.17,294.5,0.2135,0.217,0.2012,0.2033,90.24,93.62,88.51,92.99,291.68,295.57,288.56,291.81,11.79,12.39,11.78,12.29,0.01181,0.01284,0.0115,0.01241,5.64,5.75,5.31,5.49,0.2158,0.228,0.21,0.226
2017-10-05,4321.44,4365.76,4143.35,4218.66,51.64,51.87,50.17,51.22,305.35,307.8,293.16,303.32,0.238,0.2442,0.2134,0.2135,91.88,92.45,87.78,90.24,294.99,297.47,286.73,291.68,11.91,12.08,11.51,11.79,0.01449,0.01515,0.01158,0.01181,5.52,5.64,5.37,5.64,0.2099,0.2259,0.2042,0.2158
2017-10-06,4371.94,4422.15,4296.93,4321.44,52.08,52.75,51.34,51.64,305.95,312.71,303.1,305.35,0.2334,0.2444,0.2332,0.238,91.05,92.82,89.76,91.88,308.33,309.0,293.75,294.99,12.33,12.41,11.9,11.91,0.01838,0.01927,0.01449,0.01449,5.52,5.84,5.36,5.51,0.2173,0.2248,0.2022,0.2099
2017-10-07,4435.81,4472.92,4319.48,4371.94,52.57,52.9,51.61,52.08,311.52,315.15,301.9,305.95,0.2397,0.2411,0.2324,0.2334,91.61,92.41,89.25,91.05,311.26,314.12,304.63,308.33,12.37,12.55,12.04,12.33,0.02077,0.0247,0.01838,0.01838,5.14,5.52,5.04,5.52,0.2132,0.2255,0.195,0.2173
2017-10-08,4611.7,4622.87,4419.36,4435.81,53.3,54.79,52.32,52.57,301.97,317.12,301.22,311.52,0.2799,0.2811,0.2385,0.2397,90.35,92.37,90.07,91.61,309.49,313.52,308.13,311.26,12.11,12.58,12.11,12.37,0.01862,0.022,0.0181,0.02077,4.74,5.33,4.58,5.33,0.1958,0.2137,0.19,0.2132
2017-10-09,4777.49,4875.38,4556.15,4611.7,50.08,53.44,48.12,53.3,282.33,301.97,270.1,301.97,0.2501,0.2802,0.234,0.2799,85.34,90.35,83.45,90.35,296.95,310.14,286.52,309.49,11.43,12.17,10.94,12.11,0.01764,0.02199,0.0158,0.01862,4.74,5.09,4.63,4.67,0.195,0.2067,0.1902,0.1958
2017-10-10,4763.36,4930.0,4722.81,4777.49,50.58,51.63,49.69,50.08,290.93,296.11,279.24,282.33,0.2582,0.2666,0.2406,0.2501,86.46,88.5,84.12,85.34,298.46,305.95,292.28,296.95,11.41,11.69,11.26,11.43,0.0188,0.0188,0.01653,0.01764,4.74,5.07,4.39,4.7,0.2116,0.2197,0.1923,0.195
2017-10-11,4824.2,4874.89,4718.6,4763.36,50.79,51.05,50.18,50.58,298.21,301.17,286.19,290.93,0.2632,0.2656,0.2553,0.2582,87.49,88.66,85.73,86.46,302.86,305.12,297.18,298.46,11.45,11.53,11.27,11.41,0.01955,0.02032,0.01824,0.0188,5.43,5.5,4.72,4.9,0.2134,0.2198,0.2078,0.2116
2017-10-12,5432.62,5432.63,4814.98,4824.2,59.72,59.72,50.73,50.79,290.81,298.6,288.46,298.21,0.2464,0.2652,0.2461,0.2632,86.91,89.05,86.24,87.49,302.89,308.77,301.65,302.86,11.73,11.97,11.35,11.45,0.01794,0.0199,0.0174,0.01955,5.11,5.28,4.85,5.07,0.2057,0.2154,0.2018,0.2134
2017-10-13,5637.26,5852.78,5391.97,5432.62,59.05,60.76,55.11,59.72,308.82,309.63,287.28,290.81,0.2602,0.2651,0.233,0.2464,94.82,96.87,85.3,86.91,336.83,347.7,298.29,302.89,12.05,12.39,11.31,11.73,0.01786,0.01877,0.01751,0.01794,4.75,5.29,4.39,5.29,0.2123,0.2138,0.193,0.2057
2017-10-14,5824.71,5839.62,5568.86,5637.26,63.94,66.48,58.34,59.05,316.35,319.26,304.42,308.82,0.2556,0.2685,0.2542,0.2602,99.99,103.31,93.55,94.82,338.81,347.14,333.83,336.83,12.19,12.5,11.87,12.05,0.0175,0.01917,0.0175,0.01786,4.55,4.79,4.5,4.75,0.21,0.214,0.2021,0.2123
2017-10-15,5688.14,5862.69,5448.22,5824.71,65.57,69.95,62.08,63.94,308.89,317.26,292.36,316.35,0.2652,0.2691,0.2482,0.2556,94.92,101.07,91.59,99.99,336.58,341.93,318.35,338.81,11.96,12.48,11.54,12.19,0.0188,0.0191,0.01665,0.0175,4.48,4.67,4.44,4.55,0.206,0.2115,0.1957,0.21
2017-10-16,5759.33,5795.33,5576.1,5677.35,64.76,66.41,62.28,65.58,302.16,311.96,300.69,308.81,0.2579,0.2977,0.2523,0.2652,95.81,98.52,93.01,94.92,334.23,352.39,332.9,336.58,11.93,12.19,11.81,11.96,0.036,0.0478,0.01855,0.01897,4.82,4.87,4.62,4.62,0.2224,0.26,0.2026,0.2074
2017-10-17,5598.58,5773.32,5521.09,5759.25,59.19,64.97,58.5,64.76,299.48,302.7,296.19,301.96,0.2295,0.2654,0.214,0.2579,90.98,96.69,90.5,95.8,316.14,334.42,310.57,334.23,11.86,12.49,11.6,11.93,0.0461,0.04789,0.03463,0.036,4.86,4.93,4.77,4.82,0.2147,0.235,0.213,0.2224
2017-10-18,5575.83,5601.3,5114.87,5598.58,60.55,61.89,53.05,59.19,296.19,300.32,277.3,299.61,0.217,0.2344,0.2016,0.2295,89.22,91.21,85.77,91.12,313.54,316.34,287.95,316.14,11.45,11.85,10.66,11.85,0.03515,0.0465,0.0321,0.04608,4.96,5.03,4.81,5.0,0.2193,0.2224,0.204,0.2198
2017-10-19,5698.65,5737.41,5517.62,5576.71,59.68,61.39,58.35,60.55,293.7,299.02,290.27,296.28,0.2139,0.232,0.2064,0.217,88.39,92.47,87.42,89.17,307.41,316.38,304.63,313.54,11.29,11.51,11.12,11.45,0.03114,0.0357,0.0295,0.03515,4.97,5.03,4.88,4.99,0.2188,0.2302,0.2119,0.2157
2017-10-20,5993.11,6075.32,5611.39,5698.62,60.09,62.17,58.31,59.68,287.54,300.56,286.28,293.98,0.2082,0.2234,0.2056,0.2141,90.35,92.85,88.0,88.42,303.08,312.11,301.86,307.41,11.12,11.46,11.1,11.29,0.02656,0.03251,0.02531,0.03114,4.97,4.97,4.97,4.97,0.2157,0.2486,0.2121,0.2211
2017-10-21,6006.65,6187.2,5874.54,5993.11,58.09,60.36,56.17,60.08,276.66,290.01,269.27,287.47,0.2097,0.2107,0.1971,0.2081,88.04,90.4,86.16,90.25,299.55,303.09,290.92,303.08,10.84,11.26,10.64,11.09,0.0365,0.03899,0.02402,0.02656,4.68,4.7,4.41,4.46,0.2069,0.2226,0.197,0.2143
2017-10-22,5982.86,6070.56,5722.98,6006.65,56.51,58.67,55.73,58.09,273.86,283.23,262.99,276.7,0.2014,0.2114,0.1954,0.2097,86.51,88.85,85.11,88.04,294.03,305.89,290.69,299.55,10.67,11.18,10.5,10.84,0.03138,0.0387,0.03037,0.0366,4.71,4.78,4.53,4.58,0.2105,0.2227,0.197,0.2144
2017-10-23,5903.61,6048.98,5644.22,5982.86,54.63,56.57,51.92,56.52,279.39,288.85,261.2,273.64,0.1917,0.202,0.1845,0.2015,85.17,86.74,81.71,86.38,285.27,294.25,274.96,294.03,10.05,10.66,9.66,10.66,0.03438,0.03745,0.02955,0.0314,4.59,4.73,4.4,4.73,0.2015,0.2146,0.1832,0.2094
2017-10-24,5513.08,5904.63,5463.41,5903.61,55.56,58.98,52.35,54.63,291.0,300.31,270.96,279.46,0.2038,0.2169,0.183,0.1917,88.03,91.92,82.75,85.21,296.5,311.23,280.01,285.27,10.44,11.07,9.61,10.05,0.037,0.0429,0.03358,0.03453,4.8,5.2,4.42,4.59,0.2105,0.2221,0.1902,0.2029
